"row ID","UF","nome","educação sem instrução","renda","Prediction (pobreza)","pobreza"
"Row22_Row4400_Row4455","SANTA CATARINA","Otacílio Costa",58.29921587349696,2308.8980450518648,23.750997298599763,18.58543356889097
"Row23_Row2908_Row1857","MINAS GERAIS","Sericita",82.96377940193203,1211.4375590205354,63.73352296086438,51.55273229480982
"Row27_Row49_Row3914","RORAIMA","São João da Baliza",67.56029389103762,1500.1359799409586,48.098349049838916,57.407846859712805
"Row28_Row4775_Row4017","RIO GRANDE DO SUL","Paulo Bento",71.439918135415,2669.951364600162,22.797625253503043,10.04965608396985
"Row29_Row1186_Row2595","PERNAMBUCO","Alagoinha",78.45006233398712,1123.501354293206,63.211919347098124,68.07686831901387
"Row30_Row637_Row3073","PIAUÍ","Inhuma",72.7358268734876,983.6621151010615,63.22257729121701,67.74550483842906
"Row31_Row549_Row1160","MARANHÃO","Joselândia",81.56010660297149,904.4765361581273,70.15109800586782,74.4069356097128
"Row32_Row5287_Row3623","RIO DE JANEIRO","Itaguaí",56.60016979086922,2106.5138582580616,27.53816630009807,32.274378440936744
"Row34_Row4551_Row4108","RIO GRANDE DO SUL","Cacequi",60.51081700290135,1805.577666935485,36.864399194825644,39.45853275634868
"Row36_Row1931_Row475","BAHIA","Ibirapuã",76.76908997819456,1469.0002539310144,54.11689273203171,47.78940039339236
"Row37_Row1212_Row2659","PARAÍBA","Bernardino Batista",80.22795815717,793.2795940804144,72.00308459868299,71.60731725799937
"Row38_Row1287_Row2765","PARAÍBA","Lagoa",78.9666539998742,820.9731638608338,70.62741890575481,70.80350810050594
"Row39_Row172_Row2363","MATO GROSSO","Novo Horizonte do Norte",71.07512986800451,1628.768434586707,47.08894443912962,37.422951738464796
"Row40_Row2683_Row1668","MINAS GERAIS","Nova Lima",47.44219663270448,5889.961890883215,-66.74914690523141,15.249406208268649
"Row41_Row5388_Row2434","PARÁ","Tomé-Açu",78.3890442595292,1436.0175946541135,55.822885195550256,64.35517817473772
"Row42_Row1918_Row434","BAHIA","Governador Mangabeira",65.35915950539442,1248.9837827779168,52.74490791787042,62.49704071677306
"Row44_Row5246_Row923","GOIÁS","Perolândia",68.61355146161321,1997.2255684714717,37.00560400136502,36.40786218920865
"Row45_Row1343_Row2621","PARAÍBA","Pocinhos",78.18227581432409,938.4625744733934,67.41246929033169,65.30609769439255
"Row47_Row342_Row5512","TOCANTINS","Aliança do Tocantins",65.14286417351714,1263.9872438423374,52.26769834014891,55.94121332414895
"Row49_Row392_Row5457","TOCANTINS","Lagoa da Confusão",71.0424324133829,1620.9201750825657,47.25485819102351,51.14720862478631
"Row50_Row1354_Row2638","PARAÍBA","Puxinanã",72.58377989839406,1065.0516933848255,61.22007433514717,61.372399421406385
"Row51_Row5363_Row4924","SÃO PAULO","Guarujá",54.484873955516804,2599.5188557909873,14.722781354059826,25.624931104286908
"Row53_Row4108_Row3432","PARANÁ","Rio Bom",61.250533370911285,1648.0644122815345,40.99553823049701,33.9582580547085
"Row54_Row2092_Row232","BAHIA","Sátiro Dias",83.92612469765062,802.9942306528711,73.89723961997598,75.59372300717986
"Row55_Row4346_Row4649","SANTA CATARINA","José Boiteux",69.66376726721501,2218.368503506365,32.40458143031716,28.889313771869652
"Row57_Row1945_Row272","BAHIA","Irajuba",79.4807902448117,792.4247012324838,71.59432551389736,71.36322261882634
"Row58_Row1540_Row2961","PERNAMBUCO","Palmares",68.31902395705606,1236.2412559836305,54.74372901741266,63.158796954504226
"Row59_Row1721_Row4723","SERGIPE","Brejo Grande",80.93353429773161,828.6784150914688,71.57509573784583,80.76657692278168
"Row60_Row3857_Row3387","PARANÁ","Altamira do Paraná",71.25733898171507,1701.3215703345154,45.48624094259962,48.412178840233366
"Row61_Row146_Row2338","MATO GROSSO","Nova Santa Helena",69.11714706476985,3146.5665107650884,10.248828604861359,34.1957067658774
"Row62_Row1257_Row2755","PARAÍBA","São Sebastião do Umbuzeiro",77.98273754160438,849.9297280555245,69.38125409620962,63.51116939643666
"Row63_Row337_Row2330","MATO GROSSO","Nova Guarita",69.41856245103737,1771.297340047327,42.784136637609336,40.11154043667643
"Row64_Row5308_Row1243","MARANHÃO","Serrano do Maranhão",81.91136314615197,547.2500198140049,78.75883438584273,88.3688999951799
"Row65_Row3590_Row5292","SÃO PAULO","Pedrinhas Paulista",51.10759061536962,2502.809919765001,15.059929768797211,19.908528382415234
"Row66_Row5125_Row956","GOIÁS","Santa Rita do Novo Destino",74.48467684310519,1383.125053782992,54.826415915391024,43.668327057404994
"Row67_Row1227_Row2688","PARAÍBA","Cabedelo",56.039717674312016,3215.783107144961,1.1135764603944978,42.615382145764734
"Row69_Row1650_Row114","ALAGOAS","Dois Riachos",84.06414186361731,736.9008733735452,75.53174475819944,77.75676224021785
"Row70_Row5508_Row2201","MATO GROSSO DO SUL","Corumbá",61.08481385079543,2354.7591684596105,24.270750924505734,38.569023247005305
"Row71_Row2850_Row1618","MINAS GERAIS","Santa Maria do Suaçuí",75.26139404519773,1430.9501378546506,54.146852236068,56.6903859044961
"Row72_Row306_Row2307","MATO GROSSO","Tapurah",63.65571944744903,2850.6278340377635,14.077869589269511,27.776332735568047
"Row73_Row5330_Row2497","PARÁ","Bragança",73.18436361856061,1366.538554678333,54.47034014853812,67.19015113487274
"Row74_Row3127_Row3658","RIO DE JANEIRO","Três Rios",53.58259033760334,2416.841333340866,18.5035643311871,29.19568620946511
"Row75_Row151_Row2436","ALAGOAS","Belém",47.39055612667613,3213.4493995728376,-3.7961461295755896,36.09846061838621
"Row77_Row1732_Row357","BAHIA","Itaquara",81.55360286921865,828.4672011328425,71.93598671807297,76.31811912859753
"Row78_Row1373_Row2720","MARANHÃO","Santa Luzia",64.49827010435439,1381.2906684178915,49.137361677277156,53.33015978770812
"Row79_Row1327_Row2597","PARAÍBA","Patos",62.220978596500004,1877.6101031768872,36.15099680796589,47.72072689766944
"Row81_Row4241_Row4581","SANTA CATARINA","Cordilheira Alta",58.842276337676324,2814.497909226087,12.16513747609416,11.655939464229625
"Row82_Row2310_Row2058","MINAS GERAIS","Catas Altas da Noruega",78.87949357480255,1309.5873447539973,59.079511292759875,57.65653312837384
"Row85_Row598_Row1236","MARANHÃO","Senador Alexandre Costa",81.21030918961036,916.8184384107373,69.6598886868995,74.31363997030337
"Row86_Row647_Row1228","MARANHÃO","São Raimundo do Doca Bezerra",83.29301148552067,704.0877285013679,75.86126021986323,81.66206277813959
"Row87_Row3721_Row3550","PARANÁ","Diamante do Norte",61.672984572238676,2130.9981793325987,29.873818126289123,23.167871311183333
"Row88_Row190_Row2507","PARÁ","Breu Branco",80.93401858160675,1103.635577167301,65.10518958456102,72.12176701376644
"Row89_Row1430_Row2840","PERNAMBUCO","Angelim",78.23508243778754,841.4561329175833,69.72549796140817,71.90142516529204
"Row90_Row4485_Row4213","RIO GRANDE DO SUL","Arvorezinha",68.18075487894265,2382.776507889073,27.684544234115073,20.50738464982469
"Row91_Row12_Row3853","MARANHÃO","Presidente Médici",69.77994579685121,1866.1112055411234,40.760448795068335,41.12001596066257
"Row93_Row3295_Row4841","SÃO PAULO","Divinolândia",61.72115977392653,2306.7081218847643,25.766733325933913,23.284711259633795
"Row94_Row1878_Row337","BAHIA","Cansanção",80.74447202467856,834.7864334594346,71.32284206791137,75.25217884947266
"Row95_Row1787_Row4717","SERGIPE","Tomar do Geru",80.94646285588131,796.7882052196028,72.33294467500784,76.36749179371385
"Row97_Row459_Row3750","RIO GRANDE DO NORTE","Rafael Godeiro",67.08578019981876,1101.0592584297451,57.21689404879976,59.77203792613946
"Row99_Row1187_Row2598","PARAÍBA","Alcantil",79.20654552350041,887.8300417013046,69.19186735195177,66.25152087254358
"Row100_Row4373_Row4698","SANTA CATARINA","Meleiro",58.44290281861217,2510.352123837737,19.09293553696039,14.463339156723656
"Row101_Row301_Row2283","MATO GROSSO","Sapezal",60.01099485353302,2973.973552437301,9.083266264183791,18.417486975347977
"Row102_Row2782_Row1628","MINAS GERAIS","Pouso Alto",69.40277991613138,2346.759162604406,29.233535443992295,34.24540080585534
"Row103_Row19_Row3043","PIAUÍ","Dom Inocêncio",80.74785325696999,683.7043175778599,74.87998801793165,77.18128430733333
"Row104_Row1777_Row4778","SERGIPE","Santana do São Francisco",71.16075726425453,951.120383382813,63.0842430102244,72.42479130663781
"Row105_Row1347_Row1534","MINAS GERAIS","Campanha",65.04800305924793,2353.267678023161,26.580727749579985,27.79992453848621
"Row106_Row2697_Row2090","MINAS GERAIS","Orizânia",82.4528921882057,811.4492252978923,72.85264117597133,69.89535326608929
"Row107_Row4479_Row4495","SANTA CATARINA","São José do Cerrito",77.23162130616859,1206.8669279867763,60.55080542006149,47.81476193260319
"Row109_Row458_Row1206","MARANHÃO","Amarante do Maranhão",80.43676215670344,995.2248671880446,67.37084158280285,75.85097978835013
"Row110_Row1960_Row323","BAHIA","Itaparica",62.795347809763356,1330.186857259186,49.36243523850645,58.97874115895104
"Row111_Row3172_Row5065","SÃO PAULO","Araraquara",43.06024034791046,3366.701805412809,-9.888032803635468,12.570823619091662
"Row114_Row2030_Row593","BAHIA","Nova Redenção",78.00277010913975,912.6306776385746,67.91729867379573,70.15111479227221
"Row115_Row137_Row2529","PARÁ","Aveiro",78.50805261004844,669.9561940692801,73.91785278334179,84.95015416717071
"Row116_Row663_Row2972","PIAUÍ","Alegrete do Piauí",77.4060873124955,958.47478503074,66.49601582510958,63.975054830817896
"Row117_Row3169_Row3947","RIO GRANDE DO SUL","Monte Belo do Sul",62.75576706665987,3227.629071777427,4.689849554730742,7.312507491130379
"Row118_Row4020_Row3405","PARANÁ","Nova Aurora",59.85999438659424,2636.2213189822423,16.94444478377131,29.78861346299358
"Row119_Row1589_Row2955","PERNAMBUCO","Santa Maria do Cambucá",84.4086655584635,1022.6677970619428,69.00494694054173,60.92430279957452
"Row122_Row728_Row3117","PIAUÍ","Lagoa Alegre",80.56292579145821,957.4859461891214,68.33131728963733,71.18950953278578
"Row123_Row708_Row3035","PIAUÍ","Curimatá",72.09912750391085,1108.2858746375434,59.92451295177895,64.79818752528475
"Row124_Row1202_Row2636","PARAÍBA","Barra de Santana",79.22051195312916,726.3461467976787,72.99985981505745,69.59547820671594
"Row125_Row2598_Row1951","MINAS GERAIS","Leme do Prado",66.26083561807744,1431.3643965131232,48.97076297082146,47.07949425729678
"Row126_Row1188_Row2589","PARAÍBA","Alagoa Nova",79.01930594768996,1017.3953657738084,66.03551100144225,67.33735078656325
"Row127_Row4854_Row4292","RIO GRANDE DO SUL","São Jerônimo",62.8561139462481,2395.5689971192496,24.32716033725906,28.267510017177045
"Row128_Row2639_Row1394","MINAS GERAIS","Rio Vermelho",80.0797478547004,973.600285469505,67.67477573657251,71.93641775742464
"Row129_Row3391_Row5390","SÃO PAULO","Itapevi",58.377356775094526,1969.119303156275,31.79139048912056,31.57830277688234
"Row130_Row1927_Row462","BAHIA","Ibicuí",77.53432396061811,1056.1320699706546,64.27159101406221,65.40613292818017
"Row131_Row4098_Row3380","PARANÁ","Rancho Alegre",64.5686840918392,1723.1008498559274,41.13443629353357,29.679654987084533
"Row132_Row4634_Row4130","RIO GRANDE DO SUL","Erval Grande",73.95647946732419,2261.48728481533,33.85395378116666,26.658721106295786
"Row133_Row233_Row2373","MATO GROSSO","Planalto da Serra",71.83742327998216,1209.8575751541694,57.38414869702005,50.024675132086564
"Row134_Row2076_Row617","BAHIA","Santa Rita de Cássia",73.82876445810648,1096.8971896660962,61.18532258318103,71.4425814373844
"Row136_Row5232_Row900","GOIÁS","Novo Gama",64.65191537329453,1764.1800551900526,40.21555148550198,41.20911724481196
"Row137_Row788_Row3172","PIAUÍ","Passagem Franca do Piauí",82.2798552071623,1563.0617953826475,55.06666524512707,56.55322822345333
"Row139_Row924_Row697","CEARÁ","Ibaretama",77.28643292672083,763.6596932885478,71.01164629058509,76.70648220290491
"Row140_Row3199_Row5376","SÃO PAULO","Bastos",56.75523470813101,2040.1901808540952,29.187876689368714,19.66284717353888
"Row141_Row3806_Row4934","SÃO PAULO","Três Fronteiras",60.53040483480487,2091.846287228139,30.139281721953203,18.034772330310886
"Row146_Row2027_Row586","BAHIA","Nordestina",77.7564004787894,743.5092004725742,71.75558223518077,77.11653186981164
"Row147_Row4157_Row3344","PARANÁ","São Manoel do Paraná",65.07368908936593,2331.657642622452,27.103990469761918,12.500089973256557
"Row148_Row1369_Row2711","SANTA CATARINA","Santa Cecília",84.73195075449406,743.9285183465731,75.74969680060418,75.36544737437481
"Row149_Row1404_Row2764","PARAÍBA","Serra Grande",76.19989101338106,865.4534560037217,67.99259783772418,69.41989793496586
"Row150_Row662_Row2971","PIAUÍ","Alagoinha do Piauí",82.63464590744644,733.8770175036236,74.78236700537474,71.67457184348372
"Row151_Row4476_Row4622","SANTA CATARINA","São João do Sul",68.02201189254711,1760.130311209252,42.24529157182323,26.220900743953308
"Row152_Row4947_Row2257","MATO GROSSO DO SUL","Anastácio",68.46276907243818,1675.4239421709756,44.49156426440678,39.61981160066504
"Row153_Row197_Row2370","RIO GRANDE DO NORTE","Pedra Preta",68.38564092415436,1697.3060868429682,43.9323704822288,33.02314307172347
"Row154_Row456_Row1202","MARANHÃO","Alto Alegre do Maranhão",80.09410967069118,748.5972219637773,72.9777033234339,79.78326119473994
"Row155_Row1759_Row4768","SERGIPE","Poço Redondo",84.59940418530887,807.6047267184656,74.1752111978062,79.08419502237705
"Row156_Row1384_Row2771","SÃO PAULO","Sertãozinho",73.20393992313281,969.6093121375476,63.821960300347826,63.93232777473611
"Row157_Row1362_Row2704","PARAÍBA","Riacho de Santo Antônio",76.11307012234828,1057.886956357681,63.414492766585155,63.914784287330406
"Row158_Row1367_Row2741","PARAÍBA","São José da Lagoa Tapada",82.9320630612318,774.544676993818,73.99610971266615,70.01033735659426
"Row159_Row1900_Row518","BAHIA","Coronel João Sá",84.61569259342015,890.1022507877858,72.24326139032078,71.09989323387008
"Row160_Row4165_Row3332","RIO GRANDE DO SUL","Sarandi",66.1805362041966,1854.6409238550907,38.96429363983461,22.263725149107373
"Row161_Row531_Row1143","MARANHÃO","Governador Luiz Rocha",79.83739825261787,748.6656685372703,72.82873972524342,75.44793335175244
"Row162_Row2759_Row2172","MINAS GERAIS","Piranguçu",67.4780695325061,1756.9546011290347,42.007796979369374,36.870048438045934
"Row163_Row1811_Row499","BAHIA","Pedro Alexandre",83.64463367692106,695.6152408241032,76.26246341891856,81.85567686271729
"Row164_Row564_Row1252","MARANHÃO","Morros",77.06679356460462,793.1036964950429,70.19270805599972,80.78042619659263
"Row165_Row4577_Row4189","RIO GRANDE DO SUL","Casca",53.71822163193076,3275.3008708271736,-1.6195162492044375,9.842521127987947
"Row166_Row4158_Row3345","PARANÁ","São Mateus do Sul",61.945579211378714,2208.3348205585407,28.210432552376332,28.42005164143759
"Row167_Row3129_Row3664","RIO DE JANEIRO","Varre-Sai",69.29049185556205,1445.9380406228486,50.36685129117306,43.817303254046905
"Row169_Row5364_Row5180","SÃO PAULO","Caraguatatuba",52.051251522877465,2483.4247302877443,16.057757963142244,24.031162233690225
"Row170_Row2051_Row562","BAHIA","Prado",73.75707916321245,1316.4640404396232,55.977414015107236,56.2665286280089
"Row171_Row4430_Row4549","SANTA CATARINA","Rio das Antas",69.55735449919509,2429.593823478732,27.373028845640242,16.804682932916627
"Row172_Row1247_Row2658","PARAÍBA","Cruz do Espírito Santo",82.5719393957331,913.7148500560837,70.51449995925981,72.76298101875955
"Row173_Row4782_Row4236","RIO GRANDE DO SUL","Protásio Alves",68.67197403276667,3085.92107784971,11.420382817421014,14.078303745052231
"Row174_Row1922_Row452","BAHIA","Iaçu",78.68680364284843,1131.7136160272178,63.15456167578333,70.72464367411622
"Row176_Row37_Row3882","RONDÔNIA","Itapuã do Oeste",76.00489776107679,1472.7572263190632,53.589837052910966,45.955907922146075
"Row177_Row2874_Row1931","MINAS GERAIS","São João Evangelista",72.9016804139936,1323.4793091870486,55.321332625837435,57.024649867295224
"Row178_Row715_Row3024","PIAUÍ","Cocal",85.14804728882298,761.0899046193773,75.58470214843202,76.50123637335176
"Row179_Row1163_Row3775","PARANÁ","São Tomé",77.06080637001052,937.3853672228473,66.79409168672022,64.26630060753986
"Row182_Row5475_Row4225","RIO GRANDE DO SUL","Porto Xavier",64.58904713041885,1747.7893663929356,40.56516423285746,30.754899831885552
"Row183_Row2416_Row1894","MINAS GERAIS","Ewbank da Câmara",66.90842091798861,1425.5188936439292,49.48003249357078,42.98966452057967
"Row185_Row1145_Row3800","MINAS GERAIS","Viçosa",74.06251618839599,880.1400152962427,66.42014145178499,69.46580513549756
"Row186_Row5011_Row2248","MATO GROSSO DO SUL","Sonora",68.91335581054744,2167.851487937553,33.16259014413608,28.969185124899788
"Row188_Row1525_Row2829","PERNAMBUCO","Joaquim Nabuco",79.44631068988171,1036.0397035492304,65.84188145216879,67.06257629944935
"Row190_Row4185_Row3407","PARANÁ","Tupãssi",61.8567264784258,2171.119502014101,29.035167165419708,20.76180534084556
"Row191_Row3744_Row4979","SÃO PAULO","Santo Expedito",59.8256406063758,1567.0212515007706,42.08472241369875,29.740440441091806
"Row192_Row1224_Row2575","RIO GRANDE DO SUL","Caiçara",77.1016345421484,1119.273286746876,62.53741194277047,65.83177228490055
"Row193_Row505_Row1196","MARANHÃO","Capinzal do Norte",79.841562136528,771.5509540202951,72.29260223894612,77.19274501440549
"Row194_Row742_Row3705","RIO GRANDE DO NORTE","Caiçara do Norte",77.51729521447011,1119.4900145633162,62.77090216397937,66.61092715513651
"Row196_Row3863_Row3420","PARANÁ","Ampére",61.83479863748549,1959.514303956485,34.001991089605504,30.487056738637563
"Row197_Row780_Row3152","PIAUÍ","Paes Landim",75.34714195342063,903.4679382641773,66.60857603785881,71.36358792947705
"Row198_Row2258_Row1552","MINAS GERAIS","Campo do Meio",66.95298356115235,1621.5483498902497,44.89272324695416,34.89547218186266
"Row199_Row3864_Row3429","PARANÁ","Anahy",66.64834242988975,1641.4098111554197,44.250486422609235,30.001384439180825
"Row204_Row279_Row3804","RIO GRANDE DO NORTE","Fernando Pedroza",68.05119686099302,935.0491897718663,61.67752926393592,68.17860189581525
"Row205_Row2195_Row1820","MINAS GERAIS","Aricanduva",79.01700026947618,934.1701222193387,67.99261133742482,66.93789771507794
"Row206_Row1822_Row408","BAHIA","Araci",82.85053356279023,845.7330606615686,72.27413446128531,75.29009800985406
"Row207_Row3805_Row4928","SÃO PAULO","Tremembé",49.108599624963425,3391.7190640478493,-7.004957086664504,20.560223244494125
"Row208_Row346_Row5537","TOCANTINS","Buriti do Tocantins",65.1240216860808,1283.043081575815,51.80846820715651,72.29160548527523
"Row209_Row5156_Row1083","GOIÁS","Cezarina",58.87736909698489,1896.9953304296728,33.77559175181392,34.183075216771755
"Row210_Row614_Row1179","MARANHÃO","Vitorino Freire",78.12372571931917,1121.57816844102,63.069857040416146,71.62792319183416
"Row211_Row0_Row3852","RONDÔNIA","Ariquemes",61.95579185020003,2468.156795802161,22.10226577941154,31.03890128915785
"Row215_Row1270_Row2687","PARAÍBA","Esperança",74.94219769638623,1146.4699060394935,60.65791007951536,61.28064310562982
"Row216_Row1345_Row2626","PARAÍBA","Poço de José de Moura",74.51240194537183,1033.3857815747658,63.07225761596766,58.460380204126864
"Row218_Row4677_Row3921","RIO GRANDE DO SUL","Ibiraiaras",65.35164111429616,2781.187907115817,16.68536563370226,15.628044580957074
"Row219_Row3038_Row818","ESPIRITO SANTO","Pancas",69.03014699395125,1559.4531554195871,47.54621957139864,45.40794661856987
"Row220_Row3051_Row3627","RIO DE JANEIRO","Cardoso Moreira",68.01887060650267,1438.501885222916,49.811922483364405,41.70767755816615
"Row221_Row4159_Row3317","PARANÁ","São Pedro do Iguaçu",69.07392476017012,1929.4355166338885,38.86506824701049,29.51164758127093
"Row222_Row1414_Row2696","PARAÍBA","Uiraúna",70.95919473798008,1319.9573452760073,54.28921888536793,58.96656486998526
"Row223_Row1636_Row102","ALAGOAS","Campo Alegre",74.51397914665472,1027.7645706893043,63.205439063710074,77.92180782984764
"Row224_Row4384_Row4704","SANTA CATARINA","Morro da Fumaça",61.03092859091929,2701.295904663933,16.085254055316078,9.088746010634779
"Row226_Row2312_Row2061","MINAS GERAIS","Catuti",75.82585585644459,974.4862703141797,65.21218336641554,65.56963991731904
"Row227_Row4433_Row3025","PIAUÍ","Cocal de Telha",83.48306727195501,888.1650505959295,71.63871730445686,68.73646967815047
"Row229_Row3532_Row4810","SÃO PAULO","Nova Europa",59.593937821503005,2381.712327794035,22.780733501064795,14.845384722017734
"Row230_Row492_Row1272","MARANHÃO","Bequimão",70.82130758079434,712.261268020409,68.51013716799469,77.88768077860679
"Row232_Row182_Row2568","PARAÍBA","Maturéia",78.79049147402112,828.433446547524,70.35074876641875,69.64859337175126
"Row233_Row5236_Row27","ALAGOAS","Passo de Camaragibe",82.2344727736468,787.8442459037642,73.2827310532929,79.53232351302273
"Row234_Row3760_Row5027","SÃO PAULO","São João das Duas Pontes",61.505950563291634,1707.3436792669959,39.74721181364296,22.353166879955424
"Row235_Row3460_Row5320","SÃO PAULO","Promissão",57.12867400761644,2480.8493662002365,19.03281252331867,17.856621640539124
"Row236_Row1142_Row3757","PERNAMBUCO","Santa Cruz",67.7695493616454,1231.3288562004734,54.54392601039383,60.56516831521077
"Row237_Row940_Row647","SERGIPE","Pacatuba",57.55397162265028,1392.9076780395992,44.87795157353319,55.834401285411474
"Row238_Row1899_Row517","BAHIA","Coribe",75.84630716915589,823.2545873099717,68.78264713646985,72.03346028429566
"Row239_Row1117_Row3846","RIO GRANDE DO NORTE","Messias Targino",68.61585404575375,1489.710531665394,48.94957055059893,51.991186764307855
"Row240_Row2966_Row863","ESPIRITO SANTO","Alto Rio Novo",71.06788844834173,1372.0221072109873,53.126441758943365,48.99673546504526
"Row241_Row3544_Row4814","SÃO PAULO","Novais",67.32711412974399,2533.138306057155,23.656297613554628,19.614916913940714
"Row242_Row651_Row3012","PIAUÍ","Campo Grande do Piauí",81.64262941127315,906.978747312978,70.13958523446689,66.35507418199556
"Row243_Row2505_Row2140","MINAS GERAIS","Inhapim",73.47457169511861,1423.969876694071,53.28546889514764,49.52622033525186
"Row244_Row4295_Row4627","SANTA CATARINA","Ermo",63.92821798209434,2239.17154408312,28.622834047196193,20.58487552280928
"Row245_Row1819_Row403","BAHIA","Araças",75.1466823588952,886.6913462924989,66.88829195733166,71.65290250442754
"Row246_Row5424_Row479","BAHIA","Conceição do Almeida",73.12622913902102,1073.4256993794252,61.33438761232714,69.6649706307786
"Row247_Row5234_Row911","GOIÁS","Orizona",64.81436364309432,2213.7671255257087,29.72929049739799,29.45633244015648
"Row248_Row849_Row664","CEARÁ","Acarape",68.30525182418711,1009.8390078729486,60.06343271690976,66.76815437921165
"Row249_Row1337_Row2614","PARAÍBA","Pilõezinhos",81.66010664311577,839.1443802803227,71.74586893411421,71.6781198422443
"Row250_Row2910_Row1866","MINAS GERAIS","Serra Azul de Minas",80.30262313767379,878.5209515619334,70.04007626501372,70.83725673017727
"Row251_Row2719_Row2191","MINAS GERAIS","Passa-Vinte",74.76408224435806,1580.1529976944705,50.350410928007086,36.93310794811345
"Row252_Row1573_Row2853","PERNAMBUCO","Petrolina",61.35541569747383,2218.5975320815874,27.630179243783786,47.02913638654976
"Row253_Row2581_Row1829","MINAS GERAIS","Juruaia",70.67197157399299,4077.086425981829,-10.755328384452497,17.59567895218461
"Row254_Row1835_Row430","BAHIA","Baianópolis",77.20620565477455,861.3474899219791,68.66684472411305,70.7079318388891
"Row256_Row2189_Row1777","MINAS GERAIS","Araújos",68.01353864410238,2074.9780474440267,34.83155442363463,17.433323026749562
"Row257_Row3729_Row5264","SÃO PAULO","Santo Anastácio",56.35289347639326,2153.558842227907,26.289185013372936,27.84608009955766
"Row258_Row1136_Row3751","RIO GRANDE DO NORTE","Riacho da Cruz",77.10122277940681,853.5617930420842,68.78979428026668,70.62994051472516
"Row259_Row3756_Row3287","PARANÁ","Peabiru",61.42572231409359,2405.2407235958967,23.278520998252283,29.142928393196932
"Row260_Row3350_Row4945","SÃO PAULO","Guzolândia",64.36516906574438,1763.9600383329835,40.05613580050503,26.238711651206323
"Row261_Row806_Row3074","PIAUÍ","Regeneração",75.40504369847409,1118.3835520288999,61.58450181231353,65.04805815056723
"Row263_Row3101_Row3607","RIO DE JANEIRO","Queimados",60.05778691309504,1609.1595564223776,41.226392854022286,37.48955514099332
"Row264_Row447_Row5436","TOCANTINS","Sucupira",67.75562964996126,1438.499825747558,49.66087003587856,53.294188608481825
"Row265_Row1904_Row531","BAHIA","Cruz das Almas",55.287369999616516,1671.3247392274213,37.02531594268943,50.889948764435275
"Row266_Row1560_Row1757","MINAS GERAIS","São Sebastião do Oeste",78.52495843759908,1769.0807862659005,48.06338780588352,22.941099316355142
"Row268_Row1192_Row2600","PARAÍBA","Alhandra",77.4730525700122,877.3423077310918,68.4436316814235,70.43174432036109
"Row269_Row5434_Row4099","RIO GRANDE DO SUL","Alecrim",72.93407089923575,1688.2468901305674,46.75635714089386,33.08975011412642
