"UF","nome","PIB","Pop_est_2009","PIB_percapita","v0002_codigo_do_municipio","educação sem instrução","pobreza","renda"
"SÃO PAULO","Cruzeiro",1022254.625,79957,12785.05957031,3513405,45.75858954952359,24.09223210876256,2664.272490426353
"MINAS GERAIS","Pará de Minas",1348007.875,84264,15997.44042969,3147105,59.956415984389565,19.787973018198077,2444.9194470200764
"BAHIA","Conde",88530.46875,23166,3821.57006836,2504603,73.51159160053601,63.4821087126585,1230.1358202459571
"SÃO PAULO","Sandovalina",224719.375,3387,66347.6171875,3545506,59.740282089903275,35.7569463324051,1774.7831770552802
"SÃO PAULO","Fartura",162512.703125,14969,10856.62011719,3515400,58.95443852389944,21.54535004266717,2024.2596275748147
"ALAGOAS","Teotônio Vilela",186967.0625,41935,4458.5,2709152,78.91380081309491,72.78376288454912,1042.9201945494412
"MINAS GERAIS","São Tiago",69510.375,10645,6529.85986328,3165008,71.54779908816347,35.81491030620325,1636.6602866309884
"SANTA CATARINA","Schroeder",185846.4375,14000,13274.75,4217402,51.16617826244904,4.660424236514432,3055.6201157451264
"MINAS GERAIS","Cruzeiro da Fortaleza",47836.796875,3897,12275.29003906,3120706,70.21332042762799,31.570427380449757,2363.912681959453
"RIO GRANDE DO SUL","Nova Petrópolis",343135.90625,18631,18417.47070312,4313201,55.075690552535846,8.005605999705704,2996.0505015647027
"RIO GRANDE DO SUL","Viamão",1838203.875,260740,7049.95019531,4323002,56.368447411454554,24.066463274935174,2381.2547529437493
"ALAGOAS","Canapi",53345.25390625,18397,2899.66992188,2701605,88.06628693090444,79.91049642724353,684.6658748919427
"PARANÁ","Indianópolis",125971.8359375,4258,29584.74023438,3130705,70.81758955157801,32.37562688644492,1708.362496532003
"SÃO PAULO","Pirassununga",1306196.375,71470,18276.15039062,3539301,47.31538592574646,13.473473124595372,3513.183347043398
"TOCANTINS","Dueré",69654.3359375,4618,15083.23046875,1707306,67.92053816436162,52.17959009467327,1510.4681453933154
"TOCANTINS","Recursolândia",22405.10351562,3839,5836.18017578,1718501,83.0814429588895,79.77661304034983,696.5287471472183
"BAHIA","Belmonte",136881.390625,22553,6069.31982422,2903409,74.5778840926679,67.84155990396653,992.467349039284
"MINAS GERAIS","Ingaí",33600.8828125,2580,13023.59960938,3130804,68.5409149094765,35.40752994659912,2034.0253671200414
"SÃO PAULO","Lavínia",98269.296875,9445,10404.37011719,3526506,58.6616318099741,18.24066626429571,2027.9079127142402
"RONDÔNIA","Vilhena",1187763.5,69866,17000.58984375,1100304,58.343118691292716,23.444961097274955,2603.946701317528
"MARANHÃO","Milagres do Maranhão",34294.28515625,7854,4366.47021484,2106672,84.9328285980558,83.73630893089694,679.6799961765934
"BAHIA","Pojuca",688526.25,32225,21366.2109375,2925204,61.594277993800745,49.033699963058154,1628.011538679376
"AMAPÁ","Pracuúba",32157.5078125,3658,8791.00976562,1600550,73.32623642963554,78.15688277024749,1029.646053490769
"SERGIPE","Macambira",29790.82617188,6554,4545.43994141,2803708,77.34497844017481,61.7569870428495,1027.8259541047707
"RIO GRANDE DO SUL","Novo Barreiro",42512.2578125,3989,10657.37011719,4313490,69.48696925156646,31.65397971315145,2346.988443391449
"SERGIPE","Campo do Brito",83699.1015625,16745,4998.45019531,2801009,76.26048654984619,56.88504983356336,1363.3632094541933
"MINAS GERAIS","Munhoz",53477.828125,6419,8331.1796875,3143807,74.07591947569142,49.54738568508874,1304.9188343875655
"TOCANTINS","Pau D'arco",36173.8828125,4964,7287.24023438,1505551,77.13641365463747,63.36760360662136,1088.3107492799186
"SÃO PAULO","Pedra Bela",52908.13671875,6142,8614.15039062,3536802,68.61479014999989,26.93581581902569,1747.6262560263901
"SÃO PAULO","Botucatu",2317107.75,130348,17776.3203125,3507506,47.70706390492909,17.193885609908204,3330.1392701128807
"PERNAMBUCO","Capoeiras",82538.9375,19936,4140.20019531,2603801,82.35797399034287,72.8492727584781,869.6282118638377
"MINAS GERAIS","Serranos",15636.30761719,2130,7340.99023438,3167004,74.39064605775162,50.662866401209754,1404.6053913265023
"BAHIA","Banzaê",36750.9375,11157,3293.97998047,2902658,79.1107263910358,69.10011625885261,953.3276427006036
"SÃO PAULO","Guararema",429408.71875,26974,15919.36035156,3518305,57.199090028509005,24.203399142740153,2539.978123251124
"PARAÍBA","Brejo dos Santos",23582.4609375,5899,3997.69995117,2502904,73.18612638484541,64.5098107556243,957.8778514251936
"SÃO PAULO","Flora Rica",31833.52148438,2029,15689.26953125,3515806,56.28432762337114,32.129649257503985,1542.254820409421
"GOIÁS","São Simão",1256673.375,14373,87432.921875,3550902,51.95126547783556,17.696398438471316,2635.929146927493
"MINAS GERAIS","Monjolos",19219.6640625,2311,8316.59960938,3142502,70.66594832862687,54.83863429951498,1314.7020611756461
"MARANHÃO","Nina Rodrigues",33562.359375,10527,3188.2199707,2107209,73.70604634129369,83.96310584880942,799.0791663708019
"SÃO PAULO","Santo Antônio de Posse",314125.59375,21247,14784.46972656,3548005,66.599923680489,20.17326532576093,2382.711226690968
"ESPIRITO SANTO","Marilândia",102197.3515625,10676,9572.62988281,3203353,68.18036997542498,26.130428499702376,1693.2974855386974
"RIO GRANDE DO SUL","Pinhal Grande",121017.078125,4581,26417.16992188,4314472,67.70323060844923,40.159698342728035,1687.931307916596
"RIO GRANDE DO SUL","Nova Santa Rita",387144.1875,22818,16966.609375,2207959,82.53830078256922,77.53507015395573,777.9873110337088
"BAHIA","Ituberá",132642.828125,24169,5488.14013672,2917300,75.20602861730153,60.8980726523005,1282.051013371524
"SÃO PAULO","Lucianópolis",27770.9140625,2443,11367.54980469,3527504,62.16620741830201,14.152150745364988,2546.682885670585
"MINAS GERAIS","Quartel Geral",37022.59375,3353,11041.62988281,3153707,69.68735805020977,34.414308387579986,1662.2630162843186
"MATO GROSSO DO SUL","Sidrolândia",568997.6875,41261,13790.20996094,5007901,69.01083330019907,40.14526773742916,1970.8785795465476
"PARAÍBA","Montadas",19880.31054688,4750,4185.33007812,2509503,77.40574005886207,65.49216459346967,873.5209972159818
"MINAS GERAIS","Goiabeira",18610.78320312,3239,5745.83984375,3127370,72.5275081721128,50.294577119838756,1135.3031786012034
"PIAUÍ","Landri Sales",27500.9921875,5753,4780.29003906,2205607,76.0892245907485,67.08977549752713,893.2517534434007
"TOCANTINS","Itapiratins",37919.55078125,3543,10702.66992188,1710904,78.88483205814644,56.50614250221852,1230.2998100891593
"PIAUÍ","Isaías Coelho",25114.17578125,8043,3122.48999023,2204907,82.09708878183423,77.23926429644918,1204.0756916464347
"CEARÁ","Horizonte",1067819,54362,19642.75,2305233,62.18588130217108,55.69703325364097,1205.9661139302436
"MATO GROSSO","Nobres",218158.0625,15315,14244.73046875,5105903,65.00608376573547,34.704005165572575,1925.9851894110645
"MINAS GERAIS","Jaboticatubas",94075.4296875,16513,5697.04980469,3134608,70.00859363679368,36.93194218812512,1892.612252827791
"CEARÁ","Pacajus",464257.5,59689,7777.93994141,2309607,65.11499131920681,54.03427324204816,1300.048151576221
"MINAS GERAIS","Divinolândia de Minas",31904.875,7023,4542.91015625,3122207,74.38538993748456,52.36922012096584,1316.7891071851348
"MINAS GERAIS","Delfim Moreira",44194.08984375,8047,5492,3121100,68.81094352703411,42.71848393471977,1610.0904145714346
"CEARÁ","Ibiapina",129953.6171875,24125,5386.68017578,2305308,74.27134672888273,67.27891969496721,992.3289429633653
"PARANÁ","Maringá",7284400.5,335511,21711.359375,4115200,43.120530940194556,7.502278715688746,3915.076839747992
"MINAS GERAIS","São Gonçalo do Rio Preto",16782.6171875,3269,5133.87011719,3125507,70.9983939527333,55.951689451340954,1231.3435831157346
"BAHIA","Eunápolis",1228962,99553,12344.79980469,2910727,63.55377611213618,45.423067243841935,1973.6312856769518
"PIAUÍ","Massapê do Piauí",17572.79296875,6672,2633.81005859,2206050,84.46238506681337,74.81071969370937,821.3161997746754
"ACRE","Tarauacá",258505.0625,33883,7629.33984375,1200609,80.78439247645834,73.04191823846195,1134.7085185421813
"SANTA CATARINA","Guaramirim",1326661.625,31910,41575.109375,4206504,58.29552067078576,19.45728464143991,2637.9616593098262
"PARÁ","São Félix do Xingu",373894.5,67208,5563.24023438,1507300,73.79012605281456,57.47479518435128,1673.2164869343549
"PARANÁ","Colombo",1866142.625,247268,7547.04003906,4105805,59.87857798582283,18.29657443742373,2397.173872306573
"AMAZONAS","Apuí",146993.34375,18597,7904.14013672,1300144,73.12782368300472,58.11759454585456,1501.0516203499012
"SANTA CATARINA","Presidente Nereu",34406.22265625,2324,14804.74023438,4214102,68.57965236207617,15.656435164831493,3070.075381966783
"RIO GRANDE DO SUL","Candiota",246858.09375,8576,28784.75976562,4304358,61.64048729134825,31.398157673334424,2079.4838674176644
"MARANHÃO","Belágua",26266.54492188,5953,4412.31982422,2101731,81.65353087668902,89.33635806095957,591.0019237171298
"PARANÁ","Contenda",147587.84375,15728,9383.75976562,4106209,69.33045240585805,29.48928692378596,2176.479521484463
"PARANÁ","Nova América da Colina",46741.29296875,3331,14032.20996094,4116604,62.41329621074523,26.58557372540166,1693.509514649521
"SÃO PAULO","Itirapina",170254.15625,14829,11481.16015625,3523602,58.600828559738346,17.167631062986768,2615.262691676537
"MINAS GERAIS","Frei Gaspar",35063.94140625,6649,5273.56982422,3126802,78.5620859260733,62.479816608025715,1028.0472700647072
"RONDÔNIA","Alto Alegre dos Parecis",160794.796875,11875,13540.61035156,1100379,78.46409492721537,56.123916478646564,1205.2131755550008
"GOIÁS","Caldas Novas",790987.125,67588,11703.0703125,5204508,55.625831999705184,20.61557829719512,2389.482954034765
"MINAS GERAIS","Marilac",25136.25195312,4394,5720.58984375,3140100,76.03875800046369,58.2823951295599,1223.7319143503864
"PARAÍBA","Santana dos Garrotes",29104.87109375,7817,3723.2800293,2513604,75.10461995846181,61.88679935893096,1078.845897824452
"MINAS GERAIS","Funilândia",27009.6640625,3852,7011.85009766,3127206,72.6379846962317,49.89003408057963,1257.5038185414314
"ESPIRITO SANTO","Jaguaré",330817.40625,23472,14094.12988281,3203056,69.60577820015286,45.029032004387844,1860.803753787104
"RIO GRANDE DO SUL","Estação",111788.109375,6253,17877.51953125,4307559,55.085834503710686,10.765731779200259,2677.972368334571
"MATO GROSSO","Campo Verde",1152314.875,28147,40939.171875,5102678,57.963029715222675,18.82492339260724,3041.8112300025405
"RIO GRANDE DO NORTE","Itajá",34752.63671875,6629,5242.52001953,2404853,72.7862541848614,57.80356150603967,1261.9137760856108
"MINAS GERAIS","Três Corações",1344211.5,75776,17739.27929688,3169307,56.61438686983911,29.808460516744347,2585.151191734914
"RIO GRANDE DO SUL","Lagoa Bonita do Sul",40239.54296875,2759,14584.83007812,4311239,70.97732863980005,25.687219413657694,2062.0651327335454
"ACRE","Mâncio Lima",103294.7421875,14774,6991.66015625,1200336,71.65736699099631,69.11046537515406,1321.3039526154305
"BAHIA","Manoel Vitorino",49992.703125,14138,3536.05004883,2920403,79.17995067859353,72.49415254401686,862.3890802514987
"SÃO PAULO","Guaraçaí",96547.890625,8657,11152.58007812,3517802,58.366816376369655,22.564369483302357,2019.1662775399811
"PARÁ","Curuçá",106017.2265625,36748,2884.97998047,1502905,73.5119867419962,75.67577841003603,911.9063083044099
"RIO GRANDE DO SUL","Boa Vista do Incra",73120.8984375,2583,28308.51953125,4302238,60.04462374703601,29.601506828022707,1966.5249022701266
"CEARÁ","Choró",42342.9296875,13439,3150.75,2303931,75.43196909501889,79.79555550337263,653.587879906617
"PIAUÍ","Várzea Grande",14614.19238281,4560,3204.87011719,5108402,54.166681364690646,27.325016118368566,2330.13281805256
"RIO GRANDE DO SUL","Ametista do Sul",53460.91015625,8538,6261.52978516,4300646,70.64496716172673,39.187205682212635,1978.5448791697265
"SÃO PAULO","Luís Antônio",613366,11924,51439.62109375,3527603,57.96451358398792,22.535397803635234,2444.0361992033336
"GOIÁS","Santa Fé de Goiás",105659.59375,4882,21642.68945312,5219258,65.80457662642053,21.988251555687146,1828.6947545654211
"MATO GROSSO","Araguaiana",51094.03125,2996,17054.08007812,5101001,65.76860286074229,35.32925781553745,1614.8907057038662
"RIO GRANDE DO SUL","Mata",50877.265625,5386,9446.20996094,4312104,72.26007066850784,39.85442623726029,1440.3079216984486
"PARANÁ","Saudade do Iguaçu",326671.84375,5187,62978.9609375,4126272,69.17736920263343,30.432470890337484,2201.8000178866478
"PARAÍBA","Sapé",242950.71875,47682,5095.22998047,2515302,76.39892012044706,69.44004770945013,989.5387175651964
"TOCANTINS","Araguaína",1582446.875,119637,13227.0703125,1702109,52.59413379599205,32.75015198714914,2662.1544232463198
"PARANÁ","Sertanópolis",281340.8125,16103,17471.33007812,4126504,61.110942134560645,17.037083677925047,2409.065875633165
"ESPIRITO SANTO","Água Doce do Norte",90734.359375,12091,7504.29003906,3200169,71.89687143873567,51.859837401973664,1244.8127952894138
"MARANHÃO","Matões",80207.625,29386,2729.44995117,2106607,82.88703582692119,74.76211189028318,848.1363682551382
"SÃO PAULO","São Bernardo do Campo",28935768,810979,35680.05078125,3548708,43.706065707736656,16.126901261529465,3925.951128807324
"RIO GRANDE DO SUL","Porto Alegre",37787912,1436123,26312.44921875,4314902,39.54038445054657,14.74105575397249,4921.856590698192
"RIO GRANDE DO SUL","Ubiretama",35365.5703125,2451,14429.04003906,4322343,69.48018946285585,18.722433300300104,2037.6471668437173
"SANTA CATARINA","Apiúna",226588.625,10996,20606.4609375,4201257,69.17994408399844,11.465884561130213,2708.717375546909
"ALAGOAS","Branquinha",42036.96875,12215,3441.41992188,2701100,86.9645814929572,75.92478753652047,909.5493150632426
"RIO GRANDE DO SUL","Ibiaçá",86526.078125,4796,18041.30078125,4309803,65.64260925142379,11.28528692371502,2987.931004888178
"RIO GRANDE DO SUL","Gaurama",95305.984375,6232,15293,4308706,61.81193473491962,16.246750689080223,2400.830634591389
"MINAS GERAIS","Itaipé",52865.796875,12072,4379.20996094,3132305,80.68679953615084,62.55118192052086,1142.411239117054
"TOCANTINS","Chapada de Areia",11322.53808594,1273,8894.37011719,1704600,71.70435172434925,59.5854125498509,1139.732638601378
"SÃO PAULO","Santo Antônio do Aracanguá",191874.171875,7335,26158.72070312,3548054,55.001206063515866,17.500833168683883,2179.466676399713
"RIO GRANDE DO SUL","São Leopoldo",3302153,211663,15600.99023438,4318705,53.66054395455636,19.673902689657854,2890.636010778456
"PERNAMBUCO","São José do Belmonte",121956.0546875,34118,3574.54003906,2613503,73.445723556692,66.23363475140832,1121.5581456849318
"MINAS GERAIS","Mendes Pimentel",36886.0078125,6684,5518.54980469,3141504,74.59716513033766,54.05053584392188,1215.768715653197
"CEARÁ","Deputado Irapuan Pinheiro",33583.828125,9615,3492.86010742,2304269,72.96750582910781,65.28620923177607,777.7926364260463
"MINAS GERAIS","São João do Manteninha",29055.21289062,5132,5661.58007812,3162575,74.40536191047768,48.13701076635889,1225.535739234007
"PARAÍBA","Juripiranga",49805.71875,10605,4696.43994141,2507903,80.50796945992391,72.24909324475152,841.7130944035936
"SÃO PAULO","Tietê",785465.8125,36211,21691.359375,3554508,54.30621944127287,15.2178336174196,2959.973784117524
"RIO GRANDE DO SUL","Canoas",16444476,332056,49523.19921875,4304606,49.89966429274635,17.580149121154072,3073.2829832092893
"BAHIA","Santo Estêvão",264766.96875,46855,5650.77001953,2928802,72.40421540599155,60.238811048561146,1290.8467475896953
"CEARÁ","Croatá",71450.75,18246,3915.9699707,2304236,75.14205036352062,80.36182402252095,576.4333061702465
"MINAS GERAIS","Arcos",482077.875,36455,13223.91992188,3104205,55.60346704556457,19.97466984106449,2302.166677537833
"SÃO PAULO","Amparo",1783702.875,65928,27055.3203125,2500734,71.22666660635595,72.73729332020407,728.0284052082045
"SÃO PAULO","Piracaia",241701.421875,22740,10628.91015625,3538600,61.314368291176095,22.112938734978,2982.8798517128034
"PARAÍBA","Arara",44775.48046875,12804,3496.98999023,2500908,82.56102752006393,64.9418825662229,938.4858260985733
"MARANHÃO","Santo Amaro do Maranhão",30778.828125,11693,2632.23999023,2110278,82.89267679573751,87.67840248663067,707.2233370645054
"MINAS GERAIS","Iraí de Minas",94414.4609375,6605,14294.38964844,3131604,68.60032626162999,26.55889231748303,2206.291408668336
"PIAUÍ","Itaueira",46700.63671875,10904,4282.89013672,2205102,78.92468242042051,63.166004664606476,1258.8027021692126
"CEARÁ","Lavras da Mangabeira",105865.5078125,30524,3468.27001953,2307502,72.35030997824526,69.98434688724426,992.2519718871787
"MINAS GERAIS","Mesquita",27821.90820312,6641,4189.41992188,3302858,49.12692828668492,30.892843894612156,2090.0462811136936
"PARANÁ","Congonhinhas",77596.3203125,9035,8588.41015625,4106001,71.32373032582264,46.49190987319326,1494.9564883200067
"RIO GRANDE DO SUL","Três Forquilhas",26717.39453125,3128,8541.37011719,4321832,73.02347553681847,32.40584292884128,1486.695863255395
"MINAS GERAIS","São José da Varginha",49623.1796875,4070,12192.4296875,3163102,67.4480212146503,33.20943502521473,1765.7907993075312
"MARANHÃO","Miranda do Norte",63276.82421875,18494,3421.47998047,2106755,67.91617015987724,68.39149921103363,1249.0644065060865
"SANTA CATARINA","São José",4193678.75,201746,20786.91992188,4216602,41.33870988905026,8.478020467144802,3673.280525966084
"MINAS GERAIS","União de Minas",90277.6328125,4735,19066.02929688,3170438,71.59186125416085,31.532989354972955,1518.2330487814831
"PARANÁ","Siqueira Campos",160973.765625,17411,9245.51953125,4126603,65.55757992224166,25.44858221128957,2301.902793892732
"SÃO PAULO","Indiana",37543.671875,4751,7902.27001953,3520608,54.4098986098395,19.444992748640576,2177.906770189825
"PARÁ","Anapu",77226.921875,20421,3781.73999023,1500859,82.41973820143295,67.21686758011157,1099.7231379157827
"PARÁ","Ponta de Pedras",76088.96875,26445,2877.25,1505700,78.03315763971797,73.05973145617091,1142.697279123196
"SANTA CATARINA","São Cristovão do Sul",62822.234375,5087,12349.55957031,4216057,73.46022050708241,34.68522413283592,1731.184605301026
"BAHIA","Novo Horizonte",37422.05078125,11092,3373.79003906,2923035,76.06531345125403,68.83052039975207,890.9084654888319
"BAHIA","Dom Macedo Costa",16689.80078125,3951,4224.20019531,2910206,70.47340959928512,62.156769567002044,1153.6794683573646
"SANTA CATARINA","Camboriú",445473.53125,57793,7708.08984375,4203204,61.2475303805426,12.753236880869302,2853.099019994823
"SANTA CATARINA","Içara",949617.0625,57103,16629.90039062,4207007,58.65870055395547,13.76700204996007,2552.7143191236823
"BAHIA","Ponto Novo",59006.53125,14734,4004.79003906,2925253,78.54550540528044,72.61855640372866,821.9095464822728
"PARANÁ","Lapa",594210.5625,42933,13840.41992188,4113205,64.42611314791347,32.52738054063136,2003.184030047816
"RIO GRANDE DO SUL","Barão do Triunfo",70817.5625,7246,9773.33007812,4301750,82.39858815376394,48.990781448563844,1350.4887132097585
"PERNAMBUCO","Belo Jardim",698774.375,74028,9439.33007812,2601706,71.95421936590131,54.445648545459846,1267.2268824843093
"BAHIA","Botuporã",37949.63671875,11048,3434.97998047,2904209,78.84240880259631,71.0312122229638,901.0095651236617
"MINAS GERAIS","Pedra Dourada",14989.85351562,2241,6688.91015625,3149002,73.98281117631875,55.479330586208334,1498.798273396592
"MINAS GERAIS","Taquaraçu de Minas",28968.6796875,3950,7333.83984375,3168309,73.71823826881567,41.907817359935095,1546.2606260259333
"PERNAMBUCO","Sairé",61301.90234375,14194,4318.85986328,2612000,80.91440852900939,60.07238264632015,976.1955622393988
"MINAS GERAIS","Fernandes Tourinho",18352.87109375,2713,6764.79003906,3125804,71.4959533980158,52.28748891015376,1126.782267806668
"PARANÁ","Diamante D'Oeste",43355.59765625,5129,8453.03027344,4107157,73.33821051392854,45.675885677129834,1489.459380938553
"BAHIA","Santa Maria da Vitória",183714.421875,41758,4399.5,2928109,73.3621472070256,63.905691474768076,1146.5568039650775
"MINAS GERAIS","Ataléia",84267.8125,15162,5557.83007812,3104700,79.7434137954457,59.90772432118962,1077.0215566674124
"CEARÁ","Viçosa do Ceará",188837.171875,56673,3332.05004883,2314102,78.31945669623369,80.12880052048791,812.5504191155602
"RIO DE JANEIRO","Seropédica",675776.875,78819,8573.78027344,3305554,56.582072421801115,30.257089254418226,2041.543003193287
"BAHIA","Paripiranga",130894.5703125,29727,4403.22021484,2923803,78.34334086877064,68.48259375004695,958.2342575107052
"PARANÁ","Mandaguaçu",201923.65625,19270,10478.65039062,4114104,60.44976692851088,14.102180180408823,2427.163818531405
"BAHIA","Capela do Alto Alegre",39229.1484375,12824,3059.04003906,2906857,76.99539229382697,61.19810928269621,945.3298532792974
"PERNAMBUCO","Nazaré da Mata",189960.03125,30185,6293.18994141,2609501,65.50464200663303,58.5788158003582,1276.8958041765131
"SERGIPE","Nossa Senhora das Dores",144145.140625,24747,5824.75,2804607,75.09163550548136,65.71961990010776,1054.5217724137378
"PARAÍBA","Princesa Isabel",84892.03125,20017,4241,2512309,73.95829785766729,53.221095145821906,1288.6911667561158
"MINAS GERAIS","Campos Gerais",240981.671875,27964,8617.5703125,3111606,69.19577534446721,34.68992180137596,1685.8432959915954
"PIAUÍ","Pavussu",13861.8671875,4465,3104.56005859,2207850,81.5063586545417,72.29990257491401,680.3234983404496
"MINAS GERAIS","Perdões",238754.328125,20228,11803.16015625,3149903,61.46291610923457,30.93737775123485,2343.584544289484
"SÃO PAULO","Conchas",207561.140625,16274,12754.16015625,3512308,60.262046606127115,21.860229928874244,2403.606445004089
"MINAS GERAIS","Cláudio",260494.40625,25938,10042.95996094,3116605,65.21409969738235,17.02390095025292,2265.2134314985433
"BAHIA","Jandaíra",47592.953125,10018,4750.74023438,2405108,78.48417440960533,73.43933671636104,893.0801472239177
"SÃO PAULO","Salto",2186612,109948,19887.68945312,3545209,49.10401640168936,13.185992720460327,3006.249297221501
"MINAS GERAIS","Pedralva",80380.046875,11351,7081.31982422,3149101,69.23544635612508,44.52397387520833,1887.9144436435845
"RIO GRANDE DO NORTE","São Vicente",25894.69335938,6023,4299.29980469,2413003,68.95433307181077,59.9983283770393,1157.5476753228995
"TOCANTINS","Silvanópolis",57763.875,5299,10900.90039062,1720655,67.5420134559819,53.552840605843144,1557.151475082332
"RIO GRANDE DO NORTE","Água Nova",13867.89453125,2952,4697.79980469,2400406,67.33467011332496,74.98919613684853,798.1494191861342
"SÃO PAULO","Sagres",24909.50976562,2338,10654.20019531,3544707,59.86488975931785,25.710326557982768,2060.045723147476
"PARANÁ","Cafeara",33636.26953125,2853,11789.79003906,4103404,65.40094333944182,21.679855316880232,1909.7211647748886
"MATO GROSSO","Cuiabá",9816819,550562,17830.5390625,5103403,45.556748604355136,20.0074930031165,3967.9036224608976
"PARANÁ","Vera Cruz do Oeste",98085.515625,9257,10595.8203125,4128559,65.20870155955897,36.853054014871404,2038.544644871583
"PARÁ","Santana do Araguaia",286106.03125,55033,5198.81005859,1506708,71.34731039445536,57.44953908589021,1418.0510399256289
"SÃO PAULO","Matão",5187325,78222,66315.421875,3529302,52.98382900606694,15.689683046555515,3197.9314341648524
"GOIÁS","Formosa",746357.25,96284,7751.62011719,5208004,57.51540489861824,33.01327405183194,2583.101137502357
"MINAS GERAIS","São João do Paraíso",97728.765625,22782,4289.74023438,2111052,72.15215822547441,70.7118578712289,972.7633070515376
"RIO GRANDE DO SUL","Senador Salgado Filho",45900.67578125,2940,15612.46972656,4320321,69.1022450792815,22.852128028170725,2023.9958027612383
"BAHIA","Piatã",61809.6015625,18470,3346.48999023,2924306,80.7571024491602,69.69022843793012,867.4324139429823
"PARANÁ","Ibaiti",255210.21875,29441,8668.53027344,4109708,66.58441703366172,33.802878757011825,2739.095368809149
"PIAUÍ","São João da Varjota",13689.92480469,4965,2757.29003906,2209955,77.81919752092729,70.46831769935798,861.8365341406659
"BAHIA","Aratuípe",31970.6171875,8822,3623.95996094,2902302,75.21493360252325,69.03963685900675,1049.8523637927071
"CEARÁ","Canindé",307797,77552,3968.90991211,2302800,72.90631966209719,71.03851330589731,1020.6952449742207
"PARÁ","Santa Luzia do Pará",58426.12890625,18417,3172.39990234,1506559,80.27255143204745,77.8724190993173,979.7954925194605
"SANTA CATARINA","Monte Carlo",94318.484375,9144,10314.79003906,4211058,74.77496488243298,44.34096495462463,1524.4253678999635
"MARANHÃO","Anajatuba",78903.5625,25063,3148.20996094,2100709,76.19474270944798,75.26580765686838,843.0582065773452
"MINAS GERAIS","Delfinópolis",101209.515625,6954,14554.13964844,3121209,59.65633315378982,25.46526149727451,2142.174417502556
"RIO GRANDE DO NORTE","Apodi",263993.9375,35768,7380.72998047,2401008,68.36005221351604,58.604155628209995,1290.606916074552
"ESPIRITO SANTO","Pinheiros",390701.78125,23874,16365.16015625,3204104,70.64704417298596,39.26222067508253,1717.7998042784475
"RIO GRANDE DO SUL","Amaral Ferrador",61648.3125,6602,9337.8203125,4300638,77.39714059988104,35.903661369913,1567.4495456976852
"CEARÁ","Banabuiú",76052.234375,18388,4135.97021484,2301851,74.07815216269813,74.70545667577684,851.4769318127452
"BAHIA","Antônio Cardoso",52209.5390625,12589,4147.22998047,2901700,77.352726905307,65.42439836083321,1087.0023297454395
"PARÁ","Floresta do Araguaia",178405.46875,15629,11415.03027344,1503044,78.69104432729671,69.81337034132443,1094.3808182444693
"PIAUÍ","Bonfim do Piauí",16210.26757812,5376,3015.30004883,2201929,81.56330351484118,63.62625019125697,905.7786805756267
"BAHIA","Coração de Maria",98000.1328125,23774,4122.16015625,2908903,74.00215782398575,68.67340076774352,1029.903672475925
"MARANHÃO","Matinha",59626.1484375,21204,2812.02001953,2106508,70.44309276910022,74.97097995964457,1035.3597686795097
"BAHIA","Itajuípe",114653.1328125,20490,5595.56982422,2915502,73.01845720900107,56.47621529763542,1258.17333496399
"SÃO PAULO","Rubinéia",32480.0859375,2611,12439.70996094,3544509,56.816830220870344,18.49410940068031,2102.7346985908644
"MARANHÃO","Pedro do Rosário",61557.19140625,22856,2693.26000977,2108256,82.48122339038744,83.62491474148591,722.3342790935781
"AMAZONAS","Urucará",69487.6171875,15780,4403.52001953,1304302,69.73178488736058,75.54851427474406,1175.0143600279155
"SÃO PAULO","Flórida Paulista",150708.21875,13761,10951.83984375,3516002,61.51698085037701,21.588914401079727,1988.037200486281
"RONDÔNIA","Alto Paraíso",179099.90625,17569,10194.08984375,1100403,77.16460674038555,44.63958375901128,1733.6908782187256
"PARAÍBA","Nova Palmeira",18423.50976562,4087,4507.83007812,2510303,76.14690587039944,62.65330937608718,927.5445457983657
"MINAS GERAIS","Fruta de Leite",28000.19335938,6426,4357.33007812,3127073,84.31616628115465,70.10796679129615,929.6637303019972
"SÃO PAULO","São José do Rio Preto",7879047.5,419632,18776.08984375,3549805,45.1313602693717,10.76657881519801,3631.7577277872774
"TOCANTINS","Carrasco Bonito",17363.93945312,3428,5065.33007812,1703891,76.1463383186976,76.49992389505995,900.9923007944465
"MARANHÃO","São Bento",105918.0234375,39312,2694.29003906,2513901,80.91593446102382,59.49279608215943,1285.5219868168492
"PIAUÍ","Piracuruca",95474.390625,26499,3602.93994141,2208304,76.10509743360936,65.62644802142351,1063.9754897508526
"RIO GRANDE DO SUL","Toropi",33232.0625,3138,10590.20019531,4321493,69.9782401939719,31.521962315958262,1504.8686000572407
"GOIÁS","Goiânia",21386530,1281975,16682.49023438,5208707,42.84487289390113,15.172984129473278,4286.643539478854
"MINAS GERAIS","Iturama",561480.75,33231,16896.2890625,3134400,57.719668055517076,18.164366137467546,2556.668484126325
"PARANÁ","Piraquara",479121.625,87285,5489.16015625,4119509,63.146284023280714,26.052785100503172,2035.6412832387962
"SANTA CATARINA","Benedito Novo",119515.8359375,10335,11564.1796875,4202206,61.68583054346729,11.563327664084433,2499.4413568936498
"PARANÁ","Paula Freitas",82812.2734375,5751,14399.62988281,4118600,65.80993825067442,39.9695688629085,2050.0761666098656
