"UF","nome","PIB","Pop_est_2009","PIB_percapita","v0002_codigo_do_municipio","educação sem instrução","pobreza","renda"
"BAHIA","Tremedal",57883.9921875,18433,3140.23999023,2931806,83.77638745516785,66.07254469908976,917.3563387454968
"RIO GRANDE DO SUL","Turuçu",45723.875,4000,11430.96972656,4322327,79.65246808919574,35.42935304213689,2004.594859483776
"ESPIRITO SANTO","Vitória",19782628,320156,61790.58984375,3205309,36.059089848306776,14.992136389530195,5698.226715642712
"MINAS GERAIS","Jacutinga",247816,21424,11567.20996094,3134905,63.13425096672296,17.49820263798237,2375.281227892777
"PIAUÍ","Nazária",20951.38085938,7895,2653.75,2206720,77.36220637460885,71.07669082278731,906.9048619206433
"MINAS GERAIS","Pedra Azul",187523.671875,26000,7212.45019531,3148707,73.20715180759827,64.23522530531804,1181.4254229866435
"PIAUÍ","Teresina",8700461,802537,10841.20019531,2211001,50.54871248275639,38.95596439078375,2905.871850755959
"PIAUÍ","Amarante",65322.88671875,17892,3650.94995117,2200509,74.04040547462488,62.05505202300324,1038.1022789085134
"GOIÁS","Matrinchã",45910.546875,4420,10387,5212956,68.83834868437704,35.052683681320666,1382.1802632316253
"PERNAMBUCO","Cachoeirinha",80433.8046875,18123,4438.22021484,1703826,69.54372915250542,66.04062415085302,1012.2207877912629
"PARÁ","Afuá",100038.40625,32633,3065.56005859,1500305,88.22968533383097,83.54907495757499,851.8314927032018
"PERNAMBUCO","Fernando de Noronha",26980.71484375,3108,8681.04980469,2605459,39.85968154557661,5.7093357808133565,4134.4012290759065
"RIO GRANDE DO SUL","Frederico Westphalen",490769.53125,28428,17263.59960938,4308508,55.20859092596224,17.954322255061992,2753.942307526374
"SERGIPE","Amparo de São Francisco",12769.73339844,2268,5630.39013672,2800100,69.57359580562617,68.49287102783829,942.0009127690324
"SÃO PAULO","Itapeva",1120700,89768,12484.40039062,3133600,63.72769070851443,32.39964895761436,1914.6156947742147
"PARAÍBA","Bayeux",604882.125,96198,6287.89013672,2501807,65.6847318060793,51.33651218655943,1444.525106615038
"TOCANTINS","Ananás",59541.40625,9514,6258.29003906,1701002,68.15502209025246,52.48539362982642,1498.2774069302209
"MINAS GERAIS","Santo Antônio do Retiro",25568.890625,7087,3607.86010742,3160454,78.67782525066927,79.95810874938452,663.6236700709977
"PARAÍBA","Serra Branca",62123.3359375,12816,4847.33007812,2515500,71.99691219642412,57.15347776923292,1098.2947184017455
"AMAZONAS","Envira",69843.03125,17614,3965.19995117,1301506,83.91369300853377,80.20261971942205,995.3309609812343
"TOCANTINS","Oliveira de Fátima",11591.94921875,1129,10267.45019531,1715507,62.41526353419516,55.08913446553615,1199.0995138188487
"SÃO PAULO","Elisiário",52295.234375,3317,15765.8203125,3514924,57.614846713333634,6.901818298566884,2287.311604309149
"SANTA CATARINA","Otacílio Costa",364577.8125,16587,21979.73046875,4211751,58.29921587349696,18.58543356889097,2308.8980450518648
"MINAS GERAIS","Sericita",39047.0703125,7345,5316.14013672,3166303,82.96377940193203,51.55273229480982,1211.4375590205354
"MINAS GERAIS","Diamantina",287632.03125,46372,6202.70996094,3121605,60.058860375120815,42.52323325180478,2131.82745664336
"BAHIA","Maetinga",23558.44726562,7884,2988.12988281,2919959,83.30281241357791,63.266218755307506,1008.1045926167641
"CEARÁ","Iracema",62552.0234375,15114,4138.68017578,2306009,66.90558063791964,61.93943575725635,1230.320930540111
"RORAIMA","São João da Baliza",59372.453125,6028,9849.45019531,1400506,67.56029389103762,57.407846859712805,1500.1359799409586
"RIO GRANDE DO SUL","Paulo Bento",37882.76953125,2149,17628.08984375,4314134,71.439918135415,10.04965608396985,2669.951364600162
"PERNAMBUCO","Alagoinha",57886.21484375,14913,3881.59008789,2500502,78.45006233398712,68.07686831901387,1123.501354293206
"PIAUÍ","Inhuma",62012.0234375,15490,4003.36010742,2204709,72.7358268734876,67.74550483842906,983.6621151010615
"MARANHÃO","Joselândia",60842.48046875,16188,3758.48999023,2105609,81.56010660297149,74.4069356097128,904.4765361581273
"RIO DE JANEIRO","Itaguaí",3008327.25,105633,28479.05078125,3302007,56.60016979086922,32.274378440936744,2106.5138582580616
"MINAS GERAIS","Cedro do Abaeté",10221.85644531,1221,8371.70996094,3115607,69.72492451176073,37.46519506744274,1265.8217053711792
"RIO GRANDE DO SUL","Cacequi",174171.703125,13578,12827.49023438,4302907,60.51081700290135,39.45853275634868,1805.577666935485
"PERNAMBUCO","Barra de Guabiraba",46595.87109375,13623,3420.37988281,2601300,77.07184142038261,70.05285942753868,994.0467326542134
"BAHIA","Ibirapuã",74997.40625,7893,9501.75976562,2912806,76.76908997819456,47.78940039339236,1469.0002539310144
"PARAÍBA","Bernardino Batista",11964.66210938,3315,3609.25,2502052,80.22795815717,71.60731725799937,793.2795940804144
"PARAÍBA","Lagoa",19203.7109375,4949,3880.32006836,2508109,78.9666539998742,70.80350810050594,820.9731638608338
"MATO GROSSO","Novo Horizonte do Norte",32778.5078125,3970,8256.54980469,5106273,71.07512986800451,37.422951738464796,1628.768434586707
"MINAS GERAIS","Nova Lima",2120726.75,76608,27682.83984375,3144805,47.44219663270448,15.249406208268649,5889.961890883215
"PARÁ","Tomé-Açu",226379.46875,48607,4657.33984375,1508001,78.3890442595292,64.35517817473772,1436.0175946541135
"BAHIA","Governador Mangabeira",92903.8203125,20668,4495.06005859,2911600,65.35915950539442,62.49704071677306,1248.9837827779168
"PIAUÍ","Aroeiras do Itaim",8614.79785156,2759,3122.42993164,2200954,83.9821754046433,77.84271766992347,716.1158231817906
"GOIÁS","Perolândia",145665.390625,2830,51471.87109375,5216452,68.61355146161321,36.40786218920865,1997.2255684714717
"PARAÍBA","Pocinhos",68767.046875,16538,4158.12011719,2512002,78.18227581432409,65.30609769439255,938.4625744733934
"BAHIA","Ibititá",62366.88671875,19410,3213.12988281,2913101,73.56937073192753,67.81299575193654,900.7877221168512
"TOCANTINS","Aliança do Tocantins",44565.703125,5822,7654.70996094,1700350,65.14286417351714,55.94121332414895,1263.9872438423374
"MINAS GERAIS","Igarapé",277495.78125,33773,8216.5,3130101,65.25658280931427,30.770587799289956,2041.3462866650143
"TOCANTINS","Lagoa da Confusão",263527.4375,8711,30252.25976562,1711902,71.0424324133829,51.14720862478631,1620.9201750825657
"PARAÍBA","Puxinanã",59902.4921875,13354,4485.72998047,2512408,72.58377989839406,61.372399421406385,1065.0516933848255
"SÃO PAULO","Guarujá",3429098.5,308058,11131.33984375,3518701,54.484873955516804,25.624931104286908,2599.5188557909873
"RIO GRANDE DO SUL","Engenho Velho",24098.88671875,1467,16427.33007812,4306924,66.28905280481119,30.747457813392764,2811.342121964677
"PARANÁ","Rio Bom",29087.8984375,3292,8835.9296875,4122107,61.250533370911285,33.9582580547085,1648.0644122815345
"BAHIA","Sátiro Dias",75908.4609375,18919,4012.29003906,2929701,83.92612469765062,75.59372300717986,802.9942306528711
"SANTA CATARINA","José Boiteux",50867.8984375,5054,10064.87988281,4209151,69.66376726721501,28.889313771869652,2218.368503506365
"PARÁ","Cachoeira do Arari",62800.12890625,20411,3076.7800293,1502004,80.26472129408828,74.92969274662234,942.0068326365728
"BAHIA","Irajuba",29224.98828125,7666,3812.29003906,2914208,79.4807902448117,71.36322261882634,792.4247012324838
"PERNAMBUCO","Palmares",387086.59375,58819,6580.97998047,2610004,68.31902395705606,63.158796954504226,1236.2412559836305
"SERGIPE","Brejo Grande",39924.37890625,8086,4937.47021484,2800704,80.93353429773161,80.76657692278168,828.6784150914688
"PARANÁ","Altamira do Paraná",37563.4296875,3799,9887.71972656,4100459,71.25733898171507,48.412178840233366,1701.3215703345154
"MATO GROSSO","Nova Santa Helena",49004,3473,14109.99023438,5106190,69.11714706476985,34.1957067658774,3146.5665107650884
"PARAÍBA","São Sebastião do Umbuzeiro",15186.453125,3170,4790.68017578,2515203,77.98273754160438,63.51116939643666,849.9297280555245
"MATO GROSSO","Nova Guarita",45700.81640625,4907,9313.38964844,5108808,69.41856245103737,40.11154043667643,1771.297340047327
"MARANHÃO","Serrano do Maranhão",40995.56640625,11085,3698.29003906,2111789,81.91136314615197,88.3688999951799,547.2500198140049
"SÃO PAULO","Pedrinhas Paulista",75881.6875,2927,25924.73046875,3537156,51.10759061536962,19.908528382415234,2502.809919765001
"GOIÁS","Santa Rita do Novo Destino",29350.61328125,3576,8207.66992188,5219456,74.48467684310519,43.668327057404994,1383.125053782992
"PARAÍBA","Cabedelo",2332828.25,51865,44978.8515625,2503209,56.039717674312016,42.615382145764734,3215.783107144961
"PERNAMBUCO","Cabrobó",188859.3125,30432,6205.95019531,2603009,73.4925399960097,70.39595660705467,1150.0691444349848
"ALAGOAS","Dois Riachos",35078.25390625,11200,3131.98999023,2702504,84.06414186361731,77.75676224021785,736.9008733735452
"MATO GROSSO DO SUL","Corumbá",2715506.75,99467,27300.58007812,5003207,61.08481385079543,38.569023247005305,2354.7591684596105
"MINAS GERAIS","Santa Maria do Suaçuí",71374.390625,14931,4780.27978516,3158201,75.26139404519773,56.6903859044961,1430.9501378546506
"MATO GROSSO","Tapurah",321427.21875,11517,27908.93945312,5108006,63.65571944744903,27.776332735568047,2850.6278340377635
"PARÁ","Bragança",382807.5625,107060,3575.63989258,1501709,73.18436361856061,67.19015113487274,1366.538554678333
"RIO DE JANEIRO","Três Rios",1304643.375,76075,17149.43945312,3306008,53.58259033760334,29.19568620946511,2416.841333340866
"ALAGOAS","Belém",19550.015625,5083,3846.15991211,1501402,47.39055612667613,36.09846061838621,3213.4493995728376
"CEARÁ","Abaiara",33615.54296875,11077,3034.7199707,2300101,68.86898204743095,72.18403345315181,919.2835659802686
"BAHIA","Itaquara",33105.69921875,7743,4275.56982422,2916708,81.55360286921865,76.31811912859753,828.4672011328425
"MARANHÃO","Santa Luzia",243949.921875,71455,3414.04003906,2513406,64.49827010435439,53.33015978770812,1381.2906684178915
"PARAÍBA","Patos",615180.875,100732,6107.10009766,2510808,62.220978596500004,47.72072689766944,1877.6101031768872
"SANTA CATARINA","Cordilheira Alta",128883.09375,3531,36500.44921875,4204350,58.842276337676324,11.655939464229625,2814.497909226087
"MINAS GERAIS","Catas Altas da Noruega",14633.55566406,3573,4095.59008789,3115409,78.87949357480255,57.65653312837384,1309.5873447539973
"ACRE","Marechal Thaumaturgo",109181.8671875,14275,7648.47021484,1200351,86.41710602741603,82.9513929414435,850.319783444668
"PARAÍBA","Riachão do Bacamarte",17855.66796875,4319,4134.20996094,2512754,80.40902266224835,68.60553783155898,933.25406111294
"MARANHÃO","Senador Alexandre Costa",31518.8046875,9414,3348.08007812,2111748,81.21030918961036,74.31363997030337,916.8184384107373
"MARANHÃO","São Raimundo do Doca Bezerra",19792.5078125,4372,4527.10986328,2111631,83.29301148552067,81.66206277813959,704.0877285013679
"PARANÁ","Diamante do Norte",39603.3515625,5668,6987.18017578,4107108,61.672984572238676,23.167871311183333,2130.9981793325987
"PARÁ","Breu Branco",282525.6875,52200,5412.37011719,1501782,80.93401858160675,72.12176701376644,1103.635577167301
"PERNAMBUCO","Angelim",41266.19140625,10385,3973.62988281,2601003,78.23508243778754,71.90142516529204,841.4561329175833
"RIO GRANDE DO SUL","Arvorezinha",120895.8828125,10548,11461.5,4301404,68.18075487894265,20.50738464982469,2382.776507889073
"MARANHÃO","Presidente Médici",26121.25585938,6363,4105.18017578,1100254,69.77994579685121,41.12001596066257,1866.1112055411234
"RIO GRANDE DO SUL","Palmeira das Missões",597852.75,34225,17468.30078125,4313706,58.248822143149866,28.03098256350617,2351.2953521901554
"SÃO PAULO","Divinolândia",158577.421875,11343,13980.20019531,3513900,61.72115977392653,23.284711259633795,2306.7081218847643
"BAHIA","Cansanção",112228.7734375,34093,3291.84008789,2906808,80.74447202467856,75.25217884947266,834.7864334594346
"SERGIPE","Tomar do Geru",62506.4609375,13717,4556.85986328,2807501,80.94646285588131,76.36749179371385,796.7882052196028
"PARANÁ","Santa Lúcia",34974.37109375,3743,9343.94042969,3546900,60.39933661884368,16.425398159736158,2314.792081479593
"RIO GRANDE DO NORTE","Rafael Godeiro",14798.20410156,3251,4551.89013672,2410603,67.08578019981876,59.77203792613946,1101.0592584297451
"CEARÁ","Novo Oriente",93621.4453125,28703,3261.72998047,2309409,75.10879427081012,71.43653185510857,916.3578279499527
"PARAÍBA","Alcantil",22410.37304688,5232,4283.33007812,2500536,79.20654552350041,66.25152087254358,887.8300417013046
"SANTA CATARINA","Meleiro",158156.390625,7063,22392.24023438,4210803,58.44290281861217,14.463339156723656,2510.352123837737
"MATO GROSSO","Sapezal",1418892.125,15735,90174.2734375,5107875,60.01099485353302,18.417486975347977,2973.973552437301
"MINAS GERAIS","Pouso Alto",80420.0546875,6494,12383.75,3152600,69.40277991613138,34.24540080585534,2346.759162604406
"PIAUÍ","Dom Inocêncio",25457.23046875,10795,2358.23999023,2203453,80.74785325696999,77.18128430733333,683.7043175778599
"SERGIPE","Santana do São Francisco",30641.17382812,6861,4465.99023438,2806404,71.16075726425453,72.42479130663781,951.120383382813
"MINAS GERAIS","Campanha",145911.328125,15949,9148.62011719,3110905,65.04800305924793,27.79992453848621,2353.267678023161
"MINAS GERAIS","Orizânia",32101.34765625,7078,4535.37011719,3145877,82.4528921882057,69.89535326608929,811.4492252978923
"SANTA CATARINA","São José do Cerrito",78940.25,10624,7430.37011719,4216800,77.23162130616859,47.81476193260319,1206.8669279867763
"PIAUÍ","Prata do Piauí",10738.21386719,3260,3293.92993164,2208601,78.57334970298886,75.82116031158895,726.8965092568643
"MARANHÃO","Amarante do Maranhão",131346.625,37388,3513.07006836,2100600,80.43676215670344,75.85097978835013,995.2248671880446
"BAHIA","Itaparica",102586.6484375,20796,4933,2916104,62.795347809763356,58.97874115895104,1330.186857259186
"SÃO PAULO","Araraquara",4193535.25,200666,20898.08984375,3503208,43.06024034791046,12.570823619091662,3366.701805412809
"SERGIPE","Indiaroba",86033.2578125,18126,4746.39990234,2802809,77.57325879208142,75.023520960437,939.8238657773107
"RIO GRANDE DO NORTE","Taipu",68109.515625,12165,5598.81005859,2413904,78.53249620905234,69.31043695097877,1027.4322216722674
"BAHIA","Nova Redenção",28909.56835938,9318,3102.55004883,2922854,78.00277010913975,70.15111479227221,912.6306776385746
"PARÁ","Aveiro",54393.734375,20266,2683.98999023,1501006,78.50805261004844,84.95015416717071,669.9561940692801
"PIAUÍ","Alegrete do Piauí",21006.09179688,4595,4571.50976562,2200277,77.4060873124955,63.975054830817896,958.47478503074
"RIO GRANDE DO SUL","Monte Belo do Sul",58234.10546875,2826,20606.55078125,4312385,62.75576706665987,7.312507491130379,3227.629071777427
"PARANÁ","Nova Aurora",189617.90625,11636,16295.79980469,4116703,59.85999438659424,29.78861346299358,2636.2213189822423
"PERNAMBUCO","Santa Maria do Cambucá",48165.3125,12942,3721.62988281,2612703,84.4086655584635,60.92430279957452,1022.6677970619428
"SANTA CATARINA","Peritiba",46664.69921875,2977,15675.08007812,4212601,63.955519045526046,15.38507413207789,3079.4771153715947
"PIAUÍ","Lagoa Alegre",24826.51953125,8210,3023.93994141,2205557,80.56292579145821,71.18950953278578,957.4859461891214
"PIAUÍ","Curimatá",40100.8359375,10765,3725.11010742,2203206,72.09912750391085,64.79818752528475,1108.2858746375434
"PARAÍBA","Barra de Santana",34139.8046875,8909,3832.06005859,2501575,79.22051195312916,69.59547820671594,726.3461467976787
"MINAS GERAIS","Leme do Prado",22865.88476562,5145,4444.29003906,3138351,66.26083561807744,47.07949425729678,1431.3643965131232
"PARAÍBA","Alagoa Nova",123786.2734375,19799,6252.14990234,2500403,79.01930594768996,67.33735078656325,1017.3953657738084
"RIO GRANDE DO SUL","São Jerônimo",281260.28125,21289,13211.53027344,4318408,62.8561139462481,28.267510017177045,2395.5689971192496
"MINAS GERAIS","Rio Vermelho",62241.30078125,15343,4056.65991211,3156007,80.0797478547004,71.93641775742464,973.600285469505
"SÃO PAULO","Itapevi",3638207.25,205881,17671.41015625,3522505,58.377356775094526,31.57830277688234,1969.119303156275
"BAHIA","Ibicuí",69475.15625,16464,4219.81982422,2912301,77.53432396061811,65.40613292818017,1056.1320699706546
"PARANÁ","Rancho Alegre",33275.3046875,4083,8149.72021484,4121307,64.5686840918392,29.679654987084533,1723.1008498559274
"RIO GRANDE DO SUL","Erval Grande",53334.69921875,5367,9937.53027344,4307203,73.95647946732419,26.658721106295786,2261.48728481533
"MATO GROSSO","Planalto da Serra",33849.7578125,2797,12102.16992188,5106455,71.83742327998216,50.024675132086564,1209.8575751541694
"BAHIA","Santa Rita de Cássia",91663,27528,3329.81005859,2928406,73.82876445810648,71.4425814373844,1096.8971896660962
"MINAS GERAIS","Imbé de Minas",38283.34375,6641,5764.70019531,3130556,83.68251770419806,58.70979209363858,991.2179963994807
"GOIÁS","Novo Gama",352584.96875,88835,3968.98999023,5215231,64.65191537329453,41.20911724481196,1764.1800551900526
"PIAUÍ","Passagem Franca do Piauí",14411.97558594,4246,3394.25,2207751,82.2798552071623,56.55322822345333,1563.0617953826475
"RIO GRANDE DO SUL","Chuí",140923.671875,5496,25641.13085938,4305439,52.64083763735553,38.25440822578564,1714.3071846876865
"CEARÁ","Ibaretama",42010.30078125,13206,3181.14990234,2305266,77.28643292672083,76.70648220290491,763.6596932885478
"SÃO PAULO","Bastos",322317.3125,21380,15075.65039062,3505807,56.75523470813101,19.66284717353888,2040.1901808540952
"SÃO PAULO","Três Fronteiras",49727.08984375,5163,9631.4296875,3554904,60.53040483480487,18.034772330310886,2091.846287228139
"GOIÁS","Britânia",48315.8125,5190,9309.41015625,5203807,69.94905299212948,37.593525434053184,1908.630452158216
"MINAS GERAIS","Douradoquara",23141.8359375,1924,12027.98046875,3123502,65.46842367379978,23.213049461511922,2016.311797322354
"PARANÁ","Piraí do Sul",293748.59375,24374,12051.71972656,4119400,64.28805885244675,36.10958412315759,2146.4493030538274
"SÃO PAULO","Américo Brasiliense",578886.875,33255,17407.50976562,3501707,58.15767445532508,16.223260732874856,2394.368015021913
"BAHIA","Nordestina",35456.31640625,12670,2798.44995117,2922656,77.7564004787894,77.11653186981164,743.5092004725742
"PARANÁ","São Manoel do Paraná",18855.14453125,2170,8689.00976562,4125555,65.07368908936593,12.500089973256557,2331.657642622452
"SANTA CATARINA","Santa Cecília",201708.875,15928,12663.79003906,2513158,84.73195075449406,75.36544737437481,743.9285183465731
"PARAÍBA","Serra Grande",12504.2421875,3147,3973.37988281,2515708,76.19989101338106,69.41989793496586,865.4534560037217
"PIAUÍ","Alagoinha do Piauí",27277.73046875,7736,3526.08007812,2200251,82.63464590744644,71.67457184348372,733.8770175036236
"SANTA CATARINA","São João do Sul",84870.84375,7174,11830.33984375,4216404,68.02201189254711,26.220900743953308,1760.130311209252
"MATO GROSSO DO SUL","Anastácio",202939.390625,23047,8805.45996094,5000708,68.46276907243818,39.61981160066504,1675.4239421709756
"RIO GRANDE DO NORTE","Pedra Preta",12639.96777344,2718,4650.47021484,5106372,68.38564092415436,33.02314307172347,1697.3060868429682
"MARANHÃO","Alto Alegre do Maranhão",70238.390625,22914,3065.30004883,2100436,80.09410967069118,79.78326119473994,748.5972219637773
"SERGIPE","Poço Redondo",138586.828125,30249,4581.52978516,2805406,84.59940418530887,79.08419502237705,807.6047267184656
"SÃO PAULO","Sertãozinho",4155643.5,110999,37438.5703125,2515930,73.20393992313281,63.93232777473611,969.6093121375476
"PARAÍBA","Riacho de Santo Antônio",9611.00976562,1588,6052.27001953,2512788,76.11307012234828,63.914784287330406,1057.886956357681
"PARAÍBA","São José da Lagoa Tapada",29955.484375,8067,3713.34008789,2514206,82.9320630612318,70.01033735659426,774.544676993818
"BAHIA","Coronel João Sá",76828.921875,18408,4173.66992188,2909208,84.61569259342015,71.09989323387008,890.1022507877858
"RIO GRANDE DO SUL","Sarandi",389289.53125,21828,17834.41015625,4126256,66.1805362041966,22.263725149107373,1854.6409238550907
"MARANHÃO","Governador Luiz Rocha",23451.05078125,7144,3282.62011719,2104628,79.83739825261787,75.44793335175244,748.6656685372703
"MINAS GERAIS","Piranguçu",34538.80859375,5319,6493.47998047,3150901,67.4780695325061,36.870048438045934,1756.9546011290347
"BAHIA","Pedro Alexandre",58842.01171875,17698,3324.7800293,2924207,83.64463367692106,81.85567686271729,695.6152408241032
"MARANHÃO","Morros",48157.7734375,17916,2687.97998047,2107100,77.06679356460462,80.78042619659263,793.1036964950429
"RIO GRANDE DO SUL","Casca",201810.28125,8654,23319.88085938,4304903,53.71822163193076,9.842521127987947,3275.3008708271736
"PARANÁ","São Mateus do Sul",552378.875,41188,13411.16015625,4125605,61.945579211378714,28.42005164143759,2208.3348205585407
"RIO DE JANEIRO","Varre-Sai",88212.8359375,8852,9965.29980469,3306156,69.29049185556205,43.817303254046905,1445.9380406228486
"SÃO PAULO","Sabino",71262.4765625,5420,13148.05957031,3544608,60.10401087837215,17.29806598884127,2085.171784139262
"SÃO PAULO","Caraguatatuba",1147377.5,96125,11936.30957031,3510500,52.051251522877465,24.031162233690225,2483.4247302877443
"BAHIA","Prado",285453.96875,26016,10972.25,2925501,73.75707916321245,56.2665286280089,1316.4640404396232
"SANTA CATARINA","Rio das Antas",86345.3984375,6237,13844.05957031,4214409,69.55735449919509,16.804682932916627,2429.593823478732
"PARAÍBA","Cruz do Espírito Santo",71412.4453125,15854,4504.37988281,2504900,82.5719393957331,72.76298101875955,913.7148500560837
"RIO GRANDE DO SUL","Protásio Alves",30150.00390625,2188,13779.70996094,4315172,68.67197403276667,14.078303745052231,3085.92107784971
"BAHIA","Iaçu",109799.9453125,28602,3838.88989258,2911907,78.68680364284843,70.72464367411622,1131.7136160272178
"SERGIPE","Areia Branca",86116.2890625,16733,5146.49023438,2800506,79.03415869181003,65.1422666611054,1126.9545247898238
"RONDÔNIA","Itapuã do Oeste",84785.7265625,8235,10295.78027344,1101104,76.00489776107679,45.955907922146075,1472.7572263190632
"MINAS GERAIS","São João Evangelista",81616.9921875,16254,5021.35009766,3162807,72.9016804139936,57.024649867295224,1323.4793091870486
"PIAUÍ","Cocal",79448.5,27220,2918.75,2202703,85.14804728882298,76.50123637335176,761.0899046193773
"PARANÁ","São Tomé",89769.359375,5522,16256.6796875,2412906,77.06080637001052,64.26630060753986,937.3853672228473
"PERNAMBUCO","Lagoa do Ouro",48624.8359375,12244,3971.32006836,2608602,84.58486624145307,71.71610568012265,832.9853153079181
"RIO GRANDE DO SUL","Cacique Doble",52123.5,5008,10408.04980469,4303202,73.59266615103786,38.57837603083089,1831.950824120443
"RIO GRANDE DO SUL","Porto Xavier",142891.265625,11131,12837.24023438,4315107,64.58904713041885,30.754899831885552,1747.7893663929356
"MINAS GERAIS","Ewbank da Câmara",19510.05859375,3676,5307.41992188,3125002,66.90842091798861,42.98966452057967,1425.5188936439292
"RORAIMA","Pacaraima",93442.5703125,9220,10134.76953125,1400456,71.91568828638712,68.84396949357271,1454.3206608017786
"MINAS GERAIS","Viçosa",599764.125,74171,8086.22998047,2414902,74.06251618839599,69.46580513549756,880.1400152962427
"MATO GROSSO DO SUL","Sonora",258011.5625,13334,19349.90039062,5007935,68.91335581054744,28.969185124899788,2167.851487937553
"RIO GRANDE DO SUL","Jari",88814.828125,3802,23360.02929688,4311130,76.87355489123732,51.97624333058204,1302.4439843751793
"PERNAMBUCO","Joaquim Nabuco",96163.34375,16498,5828.79003906,2608206,79.44631068988171,67.06257629944935,1036.0397035492304
"MINAS GERAIS","Ubaporanga",69659.015625,12561,5545.66015625,3170057,77.55644025720727,49.270002300209605,1211.6366498016814
"PARANÁ","Tupãssi",137302.3125,7947,17277.25,4127957,61.8567264784258,20.76180534084556,2171.119502014101
"SÃO PAULO","Santo Expedito",27413.52148438,2956,9273.86035156,3548302,59.8256406063758,29.740440441091806,1567.0212515007706
"RIO GRANDE DO SUL","Caiçara",60827.06640625,5240,11608.21972656,2503605,77.1016345421484,65.83177228490055,1119.273286746876
"MARANHÃO","Capinzal do Norte",44285.91796875,10688,4143.52001953,2102754,79.841562136528,77.19274501440549,771.5509540202951
"RIO GRANDE DO NORTE","Caiçara do Norte",31648.85742188,6652,4757.79980469,2401859,77.51729521447011,66.61092715513651,1119.4900145633162
"SÃO PAULO","Paulo de Faria",121381.28125,9463,12826.9296875,3536604,61.18642083945289,24.635105327579026,2162.6605063726033
"PARANÁ","Ampére",193306.609375,18041,10714.84960938,4101002,61.83479863748549,30.487056738637563,1959.514303956485
"PIAUÍ","Paes Landim",14581.94140625,4562,3196.38989258,2207306,75.34714195342063,71.36358792947705,903.4679382641773
"MINAS GERAIS","Campo do Meio",83806.1875,11871,7059.74023438,3111309,66.95298356115235,34.89547218186266,1621.5483498902497
"PARANÁ","Anahy",33611.8046875,2926,11487.29003906,4101051,66.64834242988975,30.001384439180825,1641.4098111554197
"ESPIRITO SANTO","Serra",11531826,404688,28495.59960938,3205002,53.89926647174207,25.648158009236937,2382.8397723122475
"SÃO PAULO","Paulicéia",73761.8125,5791,12737.3203125,3536406,61.39569460979237,25.311546167294097,2105.047404034779
"RIO GRANDE DO NORTE","Fernando Pedroza",12757.65820312,2994,4261.06982422,2403756,68.05119686099302,68.17860189581525,935.0491897718663
"MINAS GERAIS","Aricanduva",23447.10742188,5140,4561.68994141,3104452,79.01700026947618,66.93789771507794,934.1701222193387
"BAHIA","Araci",172730.890625,54713,3157.04003906,2902104,82.85053356279023,75.29009800985406,845.7330606615686
"SÃO PAULO","Tremembé",393278.46875,41159,9555.09960938,3554805,49.108599624963425,20.560223244494125,3391.7190640478493
"TOCANTINS","Buriti do Tocantins",39691.9453125,8454,4695.04980469,1703800,65.1240216860808,72.29160548527523,1283.043081575815
"GOIÁS","Cezarina",145802.765625,7832,18616.2890625,5205455,58.87736909698489,34.183075216771755,1896.9953304296728
"MARANHÃO","Vitorino Freire",122207.015625,31144,3923.92993164,2113009,78.12372571931917,71.62792319183416,1121.57816844102
"RONDÔNIA","Ariquemes",1040960.75,85541,12169.13964844,1100023,61.95579185020003,31.03890128915785,2468.156795802161
"PARANÁ","Castro",1097076.75,68071,16116.65039062,4104907,64.8362608637314,34.25177520514048,2268.2942296123542
"ALAGOAS","Santana do Mundaú",52134.53515625,12039,4330.47021484,2708105,83.6152130183223,76.39653293080872,793.8588363637077
"PARAÍBA","Esperança",221022.5625,30855,7163.27001953,2506004,74.94219769638623,61.28064310562982,1146.4699060394935
"PARAÍBA","Poço de José de Moura",17580.734375,4118,4269.24023438,2512077,74.51240194537183,58.460380204126864,1033.3857815747658
"GOIÁS","Gouvelândia",120889.484375,4790,25237.890625,5209150,69.35746301238092,30.74803871950421,1767.165507997612
"RIO GRANDE DO SUL","Ibiraiaras",136556.0625,7319,18657.75,4309902,65.35164111429616,15.628044580957074,2781.187907115817
"ESPIRITO SANTO","Pancas",123706.6484375,18497,6687.93017578,3204005,69.03014699395125,45.40794661856987,1559.4531554195871
"RIO DE JANEIRO","Cardoso Moreira",203775.765625,12481,16326.87988281,3301157,68.01887060650267,41.70767755816615,1438.501885222916
"PARANÁ","São Pedro do Iguaçu",84376.4140625,6561,12860.29980469,4125753,69.07392476017012,29.51164758127093,1929.4355166338885
"PARAÍBA","Uiraúna",65173.609375,14963,4355.64990234,2516904,70.95919473798008,58.96656486998526,1319.9573452760073
"ALAGOAS","Campo Alegre",182361.03125,47209,3862.84008789,2701407,74.51397914665472,77.92180782984764,1027.7645706893043
"SANTA CATARINA","Morro da Fumaça",370818,16128,22992.18945312,4211207,61.03092859091929,9.088746010634779,2701.295904663933
"MINAS GERAIS","Catuti",22031.84960938,5473,4025.55004883,3115474,75.82585585644459,65.56963991731904,974.4862703141797
"PIAUÍ","Cocal de Telha",15476.57128906,4689,3300.61010742,2202711,83.48306727195501,68.73646967815047,888.1650505959295
